wl,F001,F003,F006,F008,F009,F013,F017,F021,F023,F024,F028,F030,F032,F036,F039,F042,F044,F045,F047,F049,F052,F053,F054,F058,F059,F063,F064,M004,M005,M010,M011,M012,M014,M015,M016,M018,M019,M020,M022,M025,M026,M029,M031,M033,M034,M037,M038,M040,M041,M043,M046,M048,M050,M055,M056,M057,M060,M061,M062
337,3.618548223,4.356544485,4.183122228,4.531555431,3.855420926,4.356544485,6.712566928,6.29236335,9.923513437,6.939232072,4.601936851,4.368082333,4.409861439,2.853982291,3.671681973,3.747477824,3.689629895,3.899012026,5.535069288,4.804509451,3.851657952,3.468732109,3.530222632,2.991367009,3.06050325,3.856265727,4.074259539,3.305939386,6.189548867,5.086990516,3.479789875,3.812125284,4.736581457,6.765442159,9.780264684,4.044342631,12.66033514,5.453792643,8.566304727,7.692009213,7.052296123,4.256175143,7.179119799,2.430854138,6.804856078,3.882223337,3.606883527,4.942693241,5.883834861,6.440184958,3.764213336,3.025929554,4.89421,8.557478635,6.59191029,7.598433154,4.177758916,4.101649975,3.243541737
338,3.624776737,4.356163196,4.190532309,4.504393037,3.854527207,4.356163196,6.710715752,6.281077702,10.07645971,6.968488285,4.595566403,4.362762153,4.406158132,2.850193258,3.677836781,3.745501073,3.700546396,3.909350816,5.600339764,4.807266718,3.857140424,3.455362523,3.52616681,2.989307171,3.060901177,3.8726343,4.080056261,3.331561977,6.260112962,5.117671695,3.503558869,3.840218021,4.761328393,6.840748683,9.927931563,4.050739874,12.82761206,5.460876185,8.610928489,7.789119391,7.137970773,4.27704566,7.26482881,2.418416769,6.921870857,3.887191274,3.598117258,4.982804085,5.955925874,6.524216704,3.787999196,3.036669494,4.905931616,8.667951043,6.676742992,7.724857703,4.211835222,4.111027809,3.253838678
339,3.629748248,4.354638858,4.197160505,4.47788761,3.854243811,4.354638858,6.704537328,6.2674005,10.21629227,6.990311418,4.58493151,4.356978521,4.400388128,2.84698604,3.681681924,3.742812084,3.709747988,3.919354536,5.661668915,4.809878251,3.86132011,3.441230168,3.519943182,2.986883501,3.061907464,3.887473189,4.083794097,3.357368553,6.32690849,5.146635602,3.526331699,3.86541024,4.783714951,6.906093049,10.0635558,4.055593904,12.97362478,5.465323838,8.645545945,7.87770838,7.219292022,4.297854881,7.339504375,2.406962461,7.03482887,3.891930843,3.589627691,5.018902363,6.022254159,6.602844337,3.810302387,3.047095779,4.914313506,8.766668178,6.753624839,7.841733119,4.244821911,4.11828871,3.263162638
340,3.633056858,4.351394461,4.202897063,4.452199144,3.854712106,4.351394461,6.691239322,6.249172197,10.34365478,7.002501116,4.568038324,4.348968896,4.391865438,2.843904447,3.682272519,3.739019517,3.716377818,3.928867793,5.720466735,4.812271684,3.863655035,3.425475505,3.510000433,2.984499912,3.063651331,3.900896839,4.084586975,3.384736619,6.389600111,5.174245368,3.547196168,3.887636289,4.802640541,6.960118632,10.18880291,4.057623939,13.09697655,5.465457687,8.666757143,7.957115249,7.296827219,4.317844176,7.400495345,2.39449552,7.14681785,3.896845218,3.581817192,5.049878747,6.081738295,6.676089944,3.830980722,3.058335225,4.918275049,8.852578257,6.822004687,7.949390309,4.276419117,4.123053406,3.27099618
341,3.635044981,4.346680723,4.207967834,4.427231693,3.85583062,4.346680723,6.672014743,6.227196362,10.46010958,7.006524427,4.546058833,4.339216462,4.381094779,2.840969663,3.680241669,3.7343297,3.720977271,3.93803305,5.776927735,4.814486538,3.864494846,3.408461732,3.497021278,2.982171462,3.066072761,3.913142817,4.082957121,3.413461523,6.448824113,5.200990989,3.566582702,3.90741207,4.818812407,7.00456772,10.30478568,4.057473174,13.20095182,5.462162644,8.676946258,8.028741676,7.371155655,4.337298371,7.450341176,2.381683873,7.257735876,3.902072196,3.574720822,5.076724934,6.135662584,6.744829765,3.850348246,3.070375277,4.918552759,8.92775578,6.883173779,8.049228557,4.307007146,4.125791808,3.277639828
342,3.636055032,4.340748361,4.212598671,4.402889305,3.857497883,4.340748361,6.648056596,6.202276559,10.567219,7.003848403,4.520165027,4.328204402,4.368580871,2.838202872,3.676222478,3.728948957,3.724087731,3.946992774,5.83124643,4.816562334,3.864189191,3.390552044,3.481688431,2.979913207,3.069111734,3.924448689,4.079426758,3.44333861,6.505216786,5.227362464,3.584921726,3.925253485,4.832937794,7.0411826,10.41261691,4.055784803,13.28883501,5.456323619,8.678497466,8.093989342,7.44285662,4.356502292,7.491581325,2.369195452,7.367481027,3.907749573,3.568373643,5.100432624,6.185311328,6.809940042,3.868719007,3.083203383,4.915883144,8.994275242,6.938423362,8.142647144,4.336966302,4.126973823,3.283394109
343,3.636429425,4.333848094,4.217015426,4.379076032,3.859612424,4.333848094,6.62055789,6.175216355,10.66654537,6.995940093,4.491528892,4.316415901,4.354828433,2.835625256,3.670848048,3.723083615,3.726250584,3.955889429,5.88361733,4.818538593,3.863087716,3.372109638,3.464684609,2.977740205,3.072708233,3.935052022,4.07451811,3.474163227,6.559414419,5.253849789,3.602643666,3.941676434,4.845723944,7.071705563,10.51340939,4.053202022,13.36391055,5.448825525,8.673794941,8.154259927,7.512509404,4.375740766,7.526755252,2.357698185,7.475951383,3.914015146,3.562810718,5.121993517,6.23196883,6.872297017,3.88640705,3.09680699,4.911002717,9.054211141,6.989044681,8.231045354,4.36667689,4.12706936,3.288559548
344,3.636510575,4.32623064,4.221443951,4.355695925,3.862072773,4.32623064,6.590711631,6.146819317,10.75965101,6.984266545,4.461322419,4.304334142,4.340342185,2.833258001,3.664751482,3.71694,3.728007215,3.96486548,5.934234948,4.820454835,3.861540067,3.353497709,3.446692525,2.975667511,3.076802238,3.945190382,4.068753402,3.505730722,6.612053301,5.280942963,3.620178946,3.95719682,4.857878102,7.097878895,10.60827591,4.050368026,13.4294629,5.440553271,8.665222857,8.210955109,7.580693297,4.39529862,7.558402411,2.347860002,7.583045023,3.92100671,3.558067108,5.142399311,6.276919392,6.932776931,3.903726421,3.111173545,4.904647988,9.109637974,7.036328982,8.315822469,4.396519216,4.126548329,3.293436669
345,3.636640897,4.318146716,4.226110097,4.332653035,3.864777458,4.318146716,6.559710827,6.117889011,10.84809825,6.970294811,4.430717596,4.292442309,4.325626845,2.83112229,3.658565884,3.710724437,3.729899009,3.974063392,5.983293796,4.822350582,3.859895891,3.335079453,3.428394896,2.973710184,3.081333731,3.955101335,4.062654859,3.53783644,6.663769723,5.309131982,3.637957993,3.972330542,4.870107512,7.121444886,10.69832927,4.047926009,13.48877648,5.432391769,8.65516539,8.26547657,7.64798759,4.415460679,7.589062263,2.340348833,7.688660025,3.928862062,3.554177875,5.162641707,6.321447316,6.992256026,3.920991167,3.126290496,4.897555468,9.162630238,7.08156751,8.398377772,4.426873585,4.125880637,3.298325999
346,3.637162803,4.309847042,4.231239719,4.309851413,3.867625009,4.309847042,6.528748485,6.089229004,10.93344941,6.95549194,4.40088641,4.281223587,4.311187134,2.829239306,3.652924357,3.704643252,3.732467352,3.983625631,6.030988388,4.824265354,3.858504836,3.317218067,3.410474436,2.97188328,3.086242694,3.965022447,4.056744703,3.570275727,6.715199973,5.338906844,3.65641123,3.987593504,4.883119418,7.144145823,10.78468227,4.046519166,13.54513572,5.425225931,8.646006714,8.319225988,7.714971573,4.43651177,7.621274263,2.335832606,7.79269447,3.937718998,3.551178082,5.183712402,6.366836904,7.051610543,3.938515333,3.142145289,4.890461668,9.215262432,7.126051511,8.480110545,4.458120301,4.125536194,3.303528062
347,3.638418711,4.301582335,4.237058667,4.287195109,3.870513956,4.301582335,6.499017612,6.06164286,11.01726684,6.941324982,4.373000851,4.271161158,4.297527769,2.827630234,3.648460003,3.69890277,3.736253629,3.993694661,6.077513235,4.826238672,3.857716548,3.300276747,3.39361386,2.970201857,3.091469109,3.975191286,4.051545161,3.602843931,6.766980341,5.370757547,3.675969085,4.003501607,4.897621064,7.167723996,10.86844769,4.046790693,13.60182507,5.419940668,8.640131004,8.373605044,7.782224536,4.458736719,7.657577869,2.334979252,7.895046436,3.947715315,3.54910279,5.206603096,6.414372459,7.111716724,3.956612967,3.158725372,4.884103099,9.269609051,7.171072231,8.56242007,4.49063967,4.125984907,3.309343384
348,3.640751032,4.293603313,4.243792794,4.264588174,3.873342828,4.293603313,6.471711216,6.035934148,11.10111285,6.929260985,4.348232908,4.262738206,4.285153471,2.826316257,3.645805926,3.693709319,3.741799225,4.004412947,6.123062849,4.828310057,3.857880674,3.284618689,3.378495885,2.96868097,3.096952956,3.985845417,4.047578455,3.635336398,6.819747117,5.405174088,3.697061981,4.020570751,4.914319694,7.193921692,10.95073833,4.049383784,13.66212896,5.417420891,8.639922435,8.430015418,7.850325769,4.482420352,7.700512538,2.338456699,7.995614002,3.958988808,3.547987062,5.23230549,6.465338283,7.17345081,3.975598113,3.176018192,4.879216272,9.327744594,7.217920914,8.646705632,4.524811997,4.127696687,3.31607249
349,3.644502184,4.286160695,4.251667951,4.24193466,3.876010154,4.286160695,6.448022304,6.012906433,11.18654978,6.920767001,4.327754569,4.256437916,4.274568958,2.825318558,3.645595228,3.689269223,3.749645525,4.015922955,6.167831744,4.830519029,3.859346861,3.270607089,3.365803224,2.967335677,3.102634218,3.997222406,4.045366811,3.667548475,6.874136589,5.442646464,3.720120344,4.039316838,4.933922551,7.2244812,11.03266699,4.054941635,13.72933182,5.41855151,8.647765181,8.489858789,7.919854564,4.507847497,7.752617729,2.346932878,8.094295247,3.971677273,3.547865959,5.261811281,6.521018679,7.237689043,3.995784819,3.194011195,4.876537698,9.391743557,7.267888806,8.734366511,4.561017586,4.131141441,3.324015906
350,3.650014579,4.279505197,4.260909992,4.219138617,3.878414463,4.279505197,6.429143883,5.993363281,11.27513995,6.917310079,4.312737822,4.252743472,4.26627895,2.824658323,3.648461013,3.685788808,3.760333915,4.028367149,6.212014431,4.83290511,3.862464756,3.258605143,3.356218592,2.966181036,3.108452875,4.00955982,4.045432452,3.699275507,6.930785049,5.483664673,3.7455746,4.06025577,4.95713688,7.261144808,11.11534645,4.064107439,13.8067181,5.424217438,8.666043417,8.554536837,7.991390209,4.535302978,7.816432898,2.361075717,8.190988251,3.985918508,3.548774544,5.296112169,6.582697948,7.305307665,4.017487131,3.21269183,4.876803888,9.463680438,7.322267154,8.826801991,4.599636744,4.136789079,3.333474156
351,3.654746522,4.271546127,4.267553909,4.195716623,3.879920498,4.271546127,6.410842348,5.973350749,11.35355757,6.910458376,4.299044866,4.251356332,4.258177476,2.824603692,3.651430567,3.682566398,3.770717202,4.040823503,6.252786375,4.834516527,3.86612593,3.247522008,3.347204619,2.964526431,3.113877928,4.021102679,4.045559232,3.726567536,6.984547599,5.518293596,3.771215234,4.0766147,4.978462018,7.292901512,11.18807741,4.072034644,13.87315066,5.429226962,8.680274756,8.614916353,8.058972015,4.561582863,7.877251252,2.375698797,8.276912518,3.997191158,3.548394587,5.328754552,6.641495456,7.368566603,4.037365012,3.229513553,4.875729053,9.529684769,7.373195893,8.912049339,4.635625013,4.142134454,3.342057145
352,3.656431021,4.260436588,4.268396371,4.171406244,3.88016358,4.260436588,6.388641821,5.949030554,11.41010649,6.892272931,4.28229506,4.251513979,4.248133094,2.825331789,3.651589648,3.678853056,3.777837096,4.052444353,6.287835009,4.834608197,3.869112309,3.236132613,3.336109285,2.961839791,3.118572639,4.030273097,4.043517082,3.746707027,7.030875755,5.538575054,3.794902964,4.082760256,4.99300228,7.309593941,11.24160881,4.074393657,13.90921214,5.428733473,8.677004398,8.662628106,8.11749295,4.58397661,7.921291336,2.386189676,8.345598946,4.001958493,3.544947017,5.353820604,6.689361486,7.420717955,4.052569163,3.242581216,4.86930457,9.5770979,7.413370975,8.979610627,4.664792374,4.144788437,3.347644226
353,3.655822544,4.246792992,4.264805752,4.146443018,3.879448106,4.246792992,6.36337189,5.92137975,11.44879348,6.86496011,4.263296134,4.253003632,4.236612316,2.826727266,3.649659064,3.674784217,3.782518332,4.063483701,6.318122802,4.833529672,3.871609064,3.224598818,3.323443331,2.958373981,3.122768384,4.037574285,4.039807343,3.761337962,7.071300417,5.547964459,3.817173566,4.080917549,5.002372373,7.314244836,11.27922586,4.072603118,13.92076664,5.42413954,8.660157898,8.700219746,8.168812791,4.603509136,7.952480618,2.394077251,8.400412709,4.001835244,3.53927564,5.373105682,6.728826709,7.464126218,4.064149733,3.252859353,4.858682697,9.609812052,7.444917667,9.033082343,4.688800784,4.145394961,3.350940096
354,3.653675556,4.231231754,4.258150422,4.121062479,3.878078475,4.231231754,6.335862149,5.891375394,11.47362531,6.830726283,4.242855817,4.25561251,4.224081657,2.828674775,3.646359623,3.670495318,3.785585648,4.074195551,6.34461222,4.831630504,3.873801368,3.213082478,3.3097175,2.954381868,3.126696538,4.043509455,4.034931353,3.772104323,7.107352486,5.549917224,3.838562818,4.07331169,5.008187002,7.309876937,11.30421377,4.068081668,13.91367824,5.416847732,8.63366081,8.730238924,8.214791315,4.621205357,7.974746564,2.400890419,8.44471898,3.998436142,3.532224259,5.388405147,6.762421799,7.50115589,4.073156868,3.261312503,4.845015692,9.631719448,7.469961234,9.076060977,4.709312198,4.144597961,3.352649455
355,3.650744526,4.214369288,4.249798752,4.095500163,3.876359085,4.214369288,6.306942189,5.85999454,11.48860876,6.791777818,4.22178184,4.259127832,4.21100763,2.83105897,3.642412132,3.666121793,3.78786378,4.084833909,6.368265733,4.829260245,3.875874392,3.201745452,3.295442534,2.950116319,3.130588478,4.048581816,4.029390453,3.780650092,7.140562864,5.547888758,3.859606495,4.062167791,5.012060876,7.299512984,11.31985774,4.062247948,13.89381102,5.408260617,8.60143869,8.755233288,8.257288301,4.638090189,7.992016642,2.408158075,8.481882932,3.993375919,3.524636678,5.401514358,6.792677429,7.534171467,4.08064072,3.2689052,4.829455811,9.646712311,7.490626944,9.112143017,4.727988574,4.14304137,3.353476999
356,3.647783922,4.196822006,4.241119115,4.069991606,3.874594333,4.196822006,6.2774416,5.828214245,11.49775059,6.750321083,4.200881933,4.263336818,4.197856747,2.833764502,3.638537401,3.661799079,3.790177465,4.095652777,6.390045806,4.826768449,3.87801331,3.190749598,3.281129175,2.945830201,3.134675579,4.053294581,4.023685984,3.788619253,7.172462452,5.545334473,3.880840375,4.049710962,5.0156087,7.286175718,11.32944298,4.056520597,13.86702908,5.399780764,8.567417094,8.777750488,8.298163526,4.655188549,8.008218319,2.417409119,8.515269737,3.988269307,3.5173567,5.414228675,6.822124274,7.565537448,4.087651435,3.276601981,4.813155312,9.658682863,7.509040063,9.144924953,4.746491868,4.141369123,3.354127428
357,3.645548211,4.179206323,4.23347988,4.044772343,3.873088617,4.179206323,6.248189976,5.797011564,11.50505759,6.708562446,4.180963825,4.268026686,4.185095523,2.836676024,3.635456238,3.657662611,3.793351441,4.10690616,6.410914908,4.824504667,3.880403294,3.180256773,3.267288166,2.94177638,3.139189216,4.058150959,4.018319285,3.797655786,7.204582151,5.545709781,3.902800232,4.038166315,5.020445183,7.272887879,11.33625469,4.052318256,13.83919649,5.392810741,8.535521576,8.800338173,8.339276767,4.673525352,8.027279063,2.430172445,8.548244568,3.984731036,3.511228131,5.428343456,6.853293006,7.59761833,4.095239163,3.285367382,4.797266453,9.671523327,7.527325858,9.178003272,4.766484037,4.140225153,3.355305439
358,3.644791859,4.162138653,4.228249421,4.02007791,3.872146335,4.162138653,6.220016906,5.767363552,11.51453651,6.668708276,4.162835246,4.272984655,4.173190469,2.83967819,3.63388945,3.653847825,3.798210443,4.118848062,6.431835507,4.822818453,3.883229515,3.170428834,3.254430249,2.938207724,3.144360766,4.063654163,4.013791696,3.809403676,7.238452862,5.552470094,3.926021844,4.029758962,5.02818503,7.262672207,11.34357808,4.051059565,13.81617734,5.388753117,8.509677691,8.825543994,8.382487802,4.694125516,8.05312634,2.447976951,8.584172598,3.984375839,3.507094773,5.445654062,6.888714298,7.632778609,4.104454053,3.29616594,4.782941491,9.689125925,7.547609595,9.214974465,4.789627038,4.140253394,3.357715732
359,3.646269336,4.146235408,4.226796107,3.996143844,3.872071886,4.146235408,6.193751983,5.740247265,11.53019414,6.632964941,4.147303925,4.277997944,4.1626081,2.842655651,3.634557846,3.650490156,3.805579208,4.131732487,6.45377007,4.822059357,3.886677147,3.16142764,3.243066167,2.9353771,3.150421604,4.070307402,4.010604558,3.825506902,7.275605486,5.569070821,3.951040986,4.026714013,5.040442949,7.258551442,11.35469836,4.054163165,13.80383572,5.389010461,8.493810994,8.8559156,8.429656408,4.718013956,8.089687618,2.472351534,8.626419,3.988818446,3.505800431,5.467955851,6.930918824,7.673382783,4.116346252,3.30996219,4.771332684,9.715382879,7.57201654,9.259435019,4.817582827,4.142097781,3.362063003
360,3.650735108,4.132113003,4.230488311,3.973205679,3.873169666,4.132113003,6.170224798,5.716639758,11.55603724,6.603538809,4.135177593,4.282853773,4.153814929,2.84549306,3.638182234,3.64772504,3.816282473,4.14581344,6.477681065,4.822576933,3.890931361,3.153415048,3.233706661,2.933537373,3.157603107,4.078613887,4.009259211,3.847609449,7.317570925,5.598967376,3.978393436,4.031256581,5.058833646,7.263548325,11.37290074,4.063047695,13.80803572,5.394985341,8.491847041,8.89400064,8.482642364,4.746215588,8.140890363,2.50482509,8.678348946,3.99967359,3.508188908,5.497044184,6.982437258,7.72179535,4.13196591,3.327720668,4.763592289,9.754186413,7.602671961,9.314981424,4.852013361,4.146402246,3.369051952
361,3.658943642,4.12038785,4.240694403,3.951498951,3.875744074,4.12038785,6.150264943,5.697518087,11.59607259,6.582636249,4.12726398,4.28733936,4.147277468,2.848075069,3.645483422,3.645687913,3.831144975,4.161344924,6.50453096,4.824720733,3.896177331,3.146552915,3.226862474,2.932941411,3.166136648,4.08907683,4.010256995,3.877355299,7.36588008,5.645615169,4.00861497,4.045611775,5.084971829,7.280685597,11.40147041,4.079131796,13.83464142,5.408080326,8.507711387,8.942346765,8.543305446,4.77975533,8.210662044,2.546926517,8.74332761,4.018556,3.515104008,5.53471442,7.045800272,7.780380807,4.152363175,3.350405912,4.760872564,9.809428748,7.641701123,9.385210169,4.894580598,4.153810724,3.379387276
362,3.671649407,4.111676365,4.258782756,3.931259197,3.880099507,4.111676365,6.134702009,5.683859308,11.65430696,6.572463629,4.124370815,4.291241925,4.143462232,2.850286332,3.657182218,3.644514209,3.850991451,4.178580943,6.535282221,4.828840309,3.902600227,3.1410031,3.223044348,2.933842082,3.176253606,4.102199441,4.01409925,3.916388433,7.422063852,5.712469611,4.042241363,4.072004708,5.120472204,7.312985996,11.44369258,4.103834109,13.8895169,5.429697984,8.545329587,9.003501623,8.613505432,4.819658097,8.302930127,2.600184711,8.824720165,4.04708041,3.527389536,5.582761918,7.12353854,7.851503651,4.178588196,3.378982456,4.764325767,9.885002107,7.691229294,9.473717742,4.946946493,4.164967149,3.393773674
363,3.689606869,4.10659496,4.28612174,3.912721951,3.886540364,4.10659496,6.124365587,5.676640475,11.73474712,6.575227318,4.127305828,4.294348686,4.142835733,2.852011501,3.673999431,3.644339366,3.876646637,4.197775501,6.570897318,4.835285214,3.910385224,3.136927459,3.222763025,2.93649225,3.188185354,4.118484931,4.021287316,3.966352834,7.487653142,5.802986114,4.079808393,4.112660491,5.166949479,7.363472265,11.50285246,4.138573274,13.97852627,5.461240883,8.608627195,9.080012864,8.695102099,4.866948805,8.421622079,2.66612857,8.925891783,4.08686155,3.545889295,5.642982038,7.218182736,7.937528379,4.211691121,3.414414837,4.775104154,9.984798713,7.75338174,9.584100633,5.010773003,4.180515455,3.412915844
